date,World,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,North Korea,North Macedonia,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2022-08-07,584786145.0,187442.0,12282740.0,317514.0,268254.0,45793.0,102636.0,3620.0,8787.0,9602534.0,426799.0,42286.0,169543921.0,9656089.0,4821763.0,801939.0,36812.0,662814.0,2007335.0,94963.0,994037.0,4437299.0,67424.0,27316.0,17356.0,60530.0,1064405.0,10897.0,387803.0,325724.0,34018371.0,7131.0,211157.0,1217565.0,21128.0,47008.0,137021.0,120215.0,4117788.0,62207.0,29419.0,14781.0,7437.0,4306955.0,909736.0,6278998.0,8340.0,24775.0,6129.0,1044385.0,85712.0,1193298.0,1108827.0,45127.0,568383.0,4289883.0,92173.0,3240454.0,15690.0,14852.0,632655.0,975234.0,515645.0,190818.0,16776.0,10118.0,591377.0,73305.0,492491.0,219338465.0,161143948.0,34658.0,1847.0,67805.0,1218216.0,34086302.0,75819.0,48511.0,12149.0,1698020.0,31178705.0,168306.0,19999.0,4474616.0,11971.0,18845.0,1057289.0,37408.0,8440.0,70152.0,32703.0,355073127.0,445271.0,1385242.0,1987321.0,202831.0,44145709.0,6244978.0,721.0,7440422.0,2450637.0,1647605.0,37794.0,4600994.0,21313427.0,147189.0,14301928.0,1715296.0,1456527.0,337853.0,3430.0,261304.0,655854.0,203776.0,211842.0,871181.0,1186920.0,34040.0,7548.0,505350.0,18805.0,1191888.0,2217633.0,94655090.0,284931.0,791.0,66557.0,87627.0,4708552.0,184485.0,31236.0,113246.0,70.0,62657.0,248720.0,6857470.0,6691.0,541715.0,14174.0,954305.0,265184.0,1077.0,1262622.0,229755.0,614198.0,169253.0,4409.0,990127.0,8360416.0,71073.0,1660460.0,14807.0,9119.0,261885.0,109368501.0,1.0,330755.0,1456960.0,11664368.0,396722.0,1559829.0,5308.0,691065.0,954369.0,44800.0,710890.0,3966898.0,3803955.0,6094269.0,5359624.0,414310.0,3115992.0,18440314.0,132299.0,4.0,6477.0,28161.0,3112.0,9390.0,15405.0,20007.0,6115.0,811034.0,87615.0,2164435.0,45540.0,7737.0,1759575.0,2580748.0,1093584.0,21544.0,27020.0,4006871.0,62587429.0,20544420.0,17780.0,13266184.0,666764.0,63074.0,80982.0,2545671.0,3972622.0,56464.0,4738861.0,17786.0,37865.0,4607451.0,23036.0,38192.0,12836.0,173006.0,1134660.0,16295817.0,6328.0,8.0,169396.0,5298881.0,998714.0,23368903.0,92127889.0,132812098.0,971728.0,243328.0,11731.0,29.0,538435.0,11347518.0,761.0,11895.0,331358.0,256447.0
2022-08-08,585602382.0,187685.0,12284603.0,317681.0,268356.0,45793.0,102636.0,3620.0,8809.0,9602534.0,428648.0,42406.0,169934464.0,9684693.0,4838882.0,802060.0,36850.0,663257.0,2007631.0,94963.0,994037.0,4444819.0,67522.0,27316.0,17356.0,60663.0,1067338.0,10897.0,388630.0,325724.0,34035780.0,7131.0,211157.0,1219883.0,21128.0,47247.0,137056.0,120215.0,4118564.0,62214.0,29419.0,14781.0,7442.0,4314459.0,910393.0,6278998.0,8351.0,24775.0,6129.0,1044385.0,85780.0,1193362.0,1108895.0,45127.0,568383.0,4292932.0,92456.0,3243965.0,15690.0,14852.0,632655.0,975234.0,515645.0,190818.0,16785.0,10124.0,591377.0,73307.0,492549.0,219530214.0,161308000.0,34658.0,1847.0,67869.0,1218216.0,34141438.0,75958.0,48511.0,12197.0,1698020.0,31228322.0,168350.0,19999.0,4474616.0,11971.0,18845.0,1057694.0,37429.0,8452.0,70159.0,32715.0,355755270.0,445271.0,1389282.0,1987321.0,202831.0,44174650.0,6249403.0,721.0,7443801.0,2451178.0,1647605.0,37794.0,4603321.0,21325402.0,147316.0,14439709.0,1720778.0,1457904.0,337874.0,3430.0,261635.0,655854.0,204671.0,211842.0,874090.0,1188468.0,34206.0,7548.0,505705.0,18827.0,1191996.0,2218761.0,94719006.0,284931.0,791.0,66557.0,87630.0,4711415.0,184591.0,31237.0,113288.0,70.0,62666.0,248720.0,6859970.0,6850.0,541715.0,14198.0,961171.0,265655.0,1077.0,1262696.0,229759.0,614213.0,169253.0,4409.0,990625.0,8365292.0,71073.0,1666597.0,14807.0,9125.0,261885.0,109533993.0,1.0,331988.0,1457187.0,11699471.0,396722.0,1560250.0,5308.0,697447.0,960300.0,44800.0,710890.0,3970336.0,3808156.0,6094868.0,5359624.0,415129.0,3120681.0,18457892.0,132326.0,4.0,6477.0,28161.0,3112.0,9390.0,15405.0,20042.0,6115.0,811217.0,87641.0,2170933.0,45692.0,7738.0,1763116.0,2580748.0,1094104.0,21544.0,27020.0,4006871.0,62618916.0,20694239.0,17780.0,13266184.0,666944.0,63128.0,80982.0,2545671.0,3972622.0,56564.0,4754268.0,17786.0,37865.0,4609406.0,23042.0,38201.0,12836.0,173208.0,1134660.0,16295817.0,6328.0,8.0,169396.0,5299165.0,999637.0,23368903.0,92283082.0,132881148.0,971728.0,243360.0,11731.0,29.0,538631.0,11349223.0,761.0,11903.0,331358.0,256487.0
2022-08-09,586642618.0,187966.0,12285488.0,318638.0,268478.0,45793.0,102636.0,3620.0,8809.0,9602534.0,428648.0,42406.0,170385227.0,9709717.0,4842843.0,802060.0,36853.0,663763.0,2007870.0,95876.0,994037.0,4444819.0,67522.0,27316.0,17356.0,60663.0,1070521.0,10897.0,389308.0,325724.0,34066000.0,7131.0,215283.0,1221519.0,21128.0,47247.0,137081.0,120215.0,4120585.0,62221.0,29419.0,14781.0,7442.0,4320173.0,910543.0,6278998.0,8351.0,24775.0,6135.0,1057695.0,85794.0,1194349.0,1108982.0,45127.0,568383.0,4292932.0,92456.0,3245898.0,15690.0,14852.0,632655.0,975234.0,515645.0,190818.0,16789.0,10126.0,593571.0,73311.0,492590.0,219900289.0,161628070.0,34658.0,1847.0,67869.0,1218216.0,34179668.0,75958.0,48592.0,12197.0,1698020.0,31307020.0,168350.0,19999.0,4577675.0,11971.0,18845.0,1060714.0,37429.0,8452.0,70222.0,32738.0,356648478.0,445271.0,1393327.0,1987321.0,203162.0,44190697.0,6255679.0,721.0,7446144.0,2451178.0,1647605.0,37794.0,4606734.0,21368480.0,147344.0,14652175.0,1720778.0,1459033.0,337884.0,3430.0,262587.0,655854.0,204671.0,211942.0,875821.0,1189500.0,34206.0,7548.0,505805.0,18853.0,1193955.0,2219372.0,94756389.0,284931.0,791.0,66557.0,87637.0,4714498.0,184591.0,31237.0,113335.0,125.0,62675.0,248720.0,6875708.0,6850.0,541715.0,14218.0,962494.0,266422.0,1077.0,1262887.0,229777.0,614240.0,169253.0,4602.0,991185.0,8367480.0,72226.0,1671980.0,14807.0,9125.0,261885.0,109669300.0,1.0,332667.0,1457385.0,11731285.0,397231.0,1560602.0,5308.0,697447.0,960300.0,44800.0,710890.0,3980850.0,3810772.0,6100827.0,5367395.0,415876.0,3130545.0,18473940.0,132326.0,4.0,6477.0,28233.0,3112.0,9396.0,15405.0,20074.0,6120.0,811362.0,87641.0,2178198.0,45692.0,7740.0,1771081.0,2580748.0,1096506.0,21544.0,27020.0,4006916.0,62670308.0,20845973.0,17780.0,13280557.0,667158.0,63128.0,80988.0,2545671.0,3994397.0,56604.0,4777903.0,17786.0,37865.0,4611741.0,23055.0,38211.0,12836.0,173535.0,1134660.0,16295817.0,6328.0,8.0,169396.0,5299442.0,1000556.0,23368903.0,92382841.0,132990176.0,973420.0,243388.0,11731.0,29.0,538631.0,11351563.0,761.0,11903.0,331568.0,256490.0
2022-08-10,587669488.0,188202.0,12291542.0,319444.0,268584.0,45899.0,102636.0,3620.0,8809.0,9602534.0,428648.0,42478.0,170858602.0,9729634.0,4848736.0,803157.0,36853.0,664388.0,2008068.0,96350.0,994037.0,4444819.0,67522.0,27316.0,17556.0,60663.0,1073593.0,10999.0,389729.0,325724.0,34066000.0,7131.0,215283.0,1222948.0,21128.0,47762.0,137117.0,120215.0,4123562.0,62235.0,29653.0,14781.0,7442.0,4331416.0,912596.0,6278998.0,8351.0,24775.0,6135.0,1057695.0,85879.0,1196221.0,1109077.0,45209.0,568383.0,4297469.0,92456.0,3248038.0,15690.0,14852.0,633689.0,975234.0,515645.0,190818.0,16789.0,10126.0,593571.0,73316.0,492631.0,220188819.0,161819441.0,34658.0,1867.0,67869.0,1218216.0,34206749.0,76029.0,48592.0,12238.0,1698020.0,31379757.0,168350.0,19999.0,4577675.0,11971.0,18845.0,1063908.0,37429.0,8452.0,70284.0,32791.0,357550604.0,446454.0,1397920.0,2005399.0,203162.0,44206996.0,6261605.0,721.0,7451779.0,2451178.0,1650791.0,37794.0,4608836.0,21400179.0,147344.0,14902463.0,1720778.0,1460713.0,337894.0,3430.0,263784.0,655854.0,204671.0,212027.0,877702.0,1191206.0,34206.0,7548.0,505859.0,18872.0,1195813.0,2220284.0,94805010.0,284931.0,791.0,66557.0,87670.0,4719394.0,184591.0,31238.0,113378.0,189.0,62683.0,248720.0,6875708.0,7125.0,551862.0,14218.0,964649.0,267211.0,1077.0,1263035.0,229777.0,614276.0,169253.0,4604.0,991681.0,8369599.0,72362.0,1676996.0,14872.0,9125.0,261885.0,109875870.0,1.0,333360.0,1457587.0,11756777.0,397231.0,1560955.0,5308.0,697447.0,960300.0,44811.0,710890.0,3992728.0,3813952.0,6105306.0,5370600.0,416636.0,3137858.0,18497489.0,132331.0,4.0,6485.0,28233.0,3112.0,9396.0,15405.0,20094.0,6120.0,811512.0,87696.0,2185259.0,45692.0,7740.0,1773386.0,2580748.0,1098327.0,21544.0,27020.0,4006916.0,62697157.0,20983169.0,17780.0,13280557.0,667385.0,63128.0,80988.0,2545671.0,3994397.0,56634.0,4801676.0,17786.0,38205.0,4614057.0,23064.0,38221.0,12836.0,173843.0,1139241.0,16295817.0,6338.0,8.0,169396.0,5299664.0,1001445.0,23420830.0,92579320.0,133065265.0,973420.0,243423.0,11731.0,29.0,539205.0,11353573.0,761.0,11903.0,331568.0,256492.0
2022-08-11,588674962.0,188506.0,12293124.0,320086.0,268718.0,45899.0,102636.0,3620.0,8809.0,9602534.0,428648.0,42478.0,171327795.0,9760161.0,4855498.0,803645.0,36870.0,665092.0,2008282.0,96781.0,994037.0,4453483.0,67630.0,27316.0,17556.0,60663.0,1076815.0,10999.0,390284.0,325824.0,34124579.0,7131.0,215283.0,1224222.0,21128.0,47762.0,137138.0,120215.0,4136552.0,62244.0,29653.0,14781.0,7442.0,4344910.0,913259.0,6286392.0,8351.0,24837.0,6209.0,1057695.0,85966.0,1197804.0,1109193.0,45209.0,568383.0,4302477.0,92456.0,3250209.0,15690.0,14852.0,633689.0,975234.0,515645.0,190818.0,16795.0,10130.0,593571.0,73318.0,492667.0,220414084.0,162005114.0,34658.0,1867.0,67925.0,1238998.0,34231061.0,76029.0,48592.0,12238.0,1710749.0,31439645.0,168350.0,19999.0,4577675.0,11971.0,18869.0,1067606.0,37429.0,8452.0,70353.0,32809.0,358360615.0,446454.0,1402296.0,2005399.0,203162.0,44223557.0,6267137.0,721.0,7459175.0,2451178.0,1650791.0,37794.0,4610655.0,21428602.0,147567.0,15142572.0,1720778.0,1462380.0,337912.0,3430.0,264564.0,655854.0,204671.0,212124.0,879481.0,1192687.0,34206.0,7552.0,505956.0,18889.0,1197416.0,2220820.0,94859172.0,284931.0,791.0,66557.0,87691.0,4724225.0,184591.0,31240.0,113427.0,189.0,62696.0,248720.0,6875708.0,7136.0,551862.0,14266.0,966423.0,267938.0,1084.0,1263164.0,229836.0,614297.0,169253.0,4604.0,992146.0,8371361.0,72362.0,1681269.0,14872.0,9132.0,262402.0,110056814.0,1.0,333948.0,1457792.0,11792288.0,397231.0,1561579.0,5308.0,697447.0,960300.0,44812.0,710890.0,4002949.0,3818480.0,6109621.0,5373479.0,417390.0,3144327.0,18523028.0,132336.0,4.0,6485.0,28233.0,3131.0,9396.0,15405.0,20113.0,6120.0,811642.0,87723.0,2191562.0,45692.0,7740.0,1773386.0,2580748.0,1099952.0,21544.0,27020.0,4007080.0,62790136.0,21111840.0,17823.0,13280557.0,667573.0,63128.0,80988.0,2551996.0,3994397.0,56670.0,4824550.0,17786.0,38205.0,4616512.0,23072.0,38236.0,13405.0,174159.0,1139241.0,16295817.0,6338.0,8.0,169396.0,5303833.0,1002306.0,23420830.0,92742297.0,133205930.0,973420.0,243460.0,11731.0,29.0,539205.0,11360348.0,761.0,11903.0,331568.0,256513.0
2022-08-12,589427736.0,188704.0,12295134.0,320781.0,268866.0,45899.0,102636.0,3620.0,8820.0,9602534.0,428648.0,42478.0,171713225.0,9778840.0,4861952.0,804165.0,36881.0,665792.0,2008500.0,97104.0,994037.0,4453483.0,67630.0,27316.0,17556.0,60663.0,1076815.0,10999.0,390650.0,325824.0,34148131.0,7131.0,215283.0,1225246.0,21128.0,48002.0,137179.0,120967.0,4141368.0,62249.0,29653.0,14803.0,7444.0,4357818.0,914805.0,6286392.0,8351.0,24837.0,6209.0,1057695.0,86029.0,1198898.0,1109259.0,45209.0,571994.0,4305402.0,92456.0,3252087.0,15690.0,14852.0,633689.0,975234.0,515645.0,190818.0,16892.0,10133.0,593571.0,73322.0,492713.0,220600755.0,162153944.0,34658.0,1867.0,67925.0,1238998.0,34253699.0,76139.0,48592.0,12238.0,1710749.0,31489484.0,168350.0,20034.0,4577675.0,11971.0,18869.0,1070326.0,37470.0,8452.0,70398.0,32843.0,358983651.0,447365.0,1406735.0,2005399.0,203518.0,44239372.0,6273228.0,721.0,7465579.0,2451178.0,1650791.0,37794.0,4612451.0,21455291.0,147725.0,15311290.0,1720778.0,1464041.0,337921.0,3430.0,265424.0,655854.0,204671.0,212214.0,881020.0,1194341.0,34206.0,7578.0,505956.0,18907.0,1198747.0,2221836.0,94900010.0,284931.0,791.0,66557.0,87705.0,4728168.0,184591.0,31242.0,113471.0,681.0,62701.0,248720.0,6875708.0,7139.0,551862.0,14277.0,966423.0,268579.0,1097.0,1263256.0,229836.0,614297.0,169253.0,4605.0,992565.0,8373241.0,72362.0,1685006.0,14872.0,9132.0,262402.0,110163040.0,1.0,334562.0,1457988.0,11815321.0,397231.0,1562307.0,5308.0,697447.0,960300.0,44820.0,712907.0,4013831.0,3823084.0,6113843.0,5376433.0,418039.0,3150037.0,18550522.0,132343.0,4.0,6485.0,28341.0,3131.0,9404.0,15405.0,20130.0,6120.0,811748.0,87752.0,2197784.0,45692.0,7740.0,1786643.0,2580748.0,1101368.0,21544.0,27020.0,4007080.0,62839540.0,21236355.0,17823.0,13294139.0,667735.0,63128.0,80988.0,2551996.0,3994397.0,56691.0,4846501.0,17786.0,38205.0,4618652.0,23074.0,38273.0,13405.0,174552.0,1139241.0,16295817.0,6338.0,8.0,169396.0,5304149.0,1003129.0,23420830.0,92838951.0,133293801.0,973420.0,243487.0,11734.0,29.0,539205.0,11362540.0,761.0,11903.0,331925.0,256522.0
2022-08-13,590064300.0,188820.0,12296515.0,321345.0,269008.0,45899.0,102636.0,3620.0,8820.0,9602534.0,428648.0,42478.0,172092445.0,9794953.0,4861952.0,804585.0,36905.0,666373.0,2008644.0,97411.0,994037.0,4453483.0,67630.0,27316.0,17556.0,60663.0,1079371.0,10999.0,390650.0,325824.0,34148131.0,7131.0,215283.0,1226064.0,21128.0,48002.0,137207.0,120967.0,4141368.0,62253.0,29653.0,14803.0,7444.0,4369706.0,917625.0,6286392.0,8351.0,24837.0,6209.0,1057695.0,86092.0,1200113.0,1109360.0,45209.0,571994.0,4306853.0,92456.0,3252087.0,15690.0,14852.0,633689.0,975234.0,515645.0,190818.0,16892.0,10134.0,593571.0,73326.0,492738.0,220677561.0,162194665.0,34658.0,1867.0,67925.0,1238998.0,34253699.0,76139.0,48592.0,12238.0,1710749.0,31489484.0,168350.0,20034.0,4577675.0,11971.0,18895.0,1072241.0,37470.0,8452.0,70439.0,32873.0,359476005.0,447365.0,1412043.0,2005399.0,203518.0,44253464.0,6278332.0,721.0,7468894.0,2451178.0,1650791.0,37794.0,4613292.0,21480076.0,147908.0,15494932.0,1720778.0,1465506.0,337938.0,3430.0,266293.0,655854.0,204671.0,212323.0,881020.0,1195784.0,34206.0,7578.0,505956.0,18907.0,1200279.0,2222028.0,94934714.0,284931.0,791.0,66557.0,87710.0,4732502.0,184591.0,31244.0,113501.0,681.0,62705.0,248720.0,6925668.0,7139.0,551862.0,14277.0,966423.0,269213.0,1097.0,1263373.0,229859.0,614360.0,169253.0,4605.0,992727.0,8373241.0,72362.0,1687765.0,14872.0,9132.0,262520.0,110299746.0,1.0,334562.0,1458057.0,11834205.0,397231.0,1562307.0,5308.0,697447.0,960300.0,44820.0,712907.0,4022016.0,3827758.0,6118482.0,5376433.0,418622.0,3154721.0,18578731.0,132354.0,4.0,6485.0,28341.0,3131.0,9404.0,15405.0,20130.0,6120.0,811853.0,87752.0,2203039.0,45692.0,7740.0,1791046.0,2580748.0,1102935.0,21544.0,27020.0,4007925.0,62863107.0,21355958.0,17823.0,13294139.0,667916.0,63128.0,80988.0,2551996.0,3994397.0,56700.0,4867766.0,17786.0,38205.0,4620425.0,23074.0,38273.0,13405.0,174896.0,1139241.0,16295817.0,6338.0,8.0,169396.0,5304634.0,1003929.0,23420830.0,92922767.0,133403115.0,973420.0,243509.0,11746.0,29.0,540102.0,11364355.0,761.0,11903.0,331925.0,256522.0
2022-08-14,590525054.0,189045.0,12297164.0,321804.0,269141.0,45899.0,102636.0,3620.0,8820.0,9633732.0,428648.0,42478.0,172410587.0,9810496.0,4861952.0,805103.0,36905.0,666939.0,2008870.0,97638.0,994037.0,4453483.0,67630.0,27316.0,17556.0,60663.0,1081206.0,10999.0,390650.0,325824.0,34148131.0,7131.0,215283.0,1226419.0,21128.0,48002.0,137236.0,120967.0,4141368.0,62253.0,29653.0,14803.0,7444.0,4380148.0,921382.0,6286392.0,8351.0,24837.0,6209.0,1057695.0,86151.0,1200742.0,1109433.0,45209.0,571994.0,4307135.0,92456.0,3252087.0,15690.0,14852.0,634866.0,975234.0,515645.0,190818.0,16892.0,10136.0,593571.0,73327.0,492753.0,220736612.0,162219574.0,34658.0,1867.0,67925.0,1238998.0,34253699.0,76139.0,48592.0,12238.0,1710749.0,31489484.0,168350.0,20034.0,4577675.0,11971.0,18895.0,1072590.0,37470.0,8452.0,70457.0,32942.0,359813779.0,447365.0,1417022.0,2005399.0,203518.0,44268381.0,6282774.0,721.0,7475173.0,2451178.0,1650791.0,37794.0,4614404.0,21499531.0,148048.0,15673273.0,1720778.0,1466760.0,337950.0,3430.0,266686.0,656393.0,204671.0,212356.0,881020.0,1197041.0,34206.0,7578.0,505956.0,18907.0,1200477.0,2222358.0,94971645.0,284931.0,791.0,66599.0,87711.0,4735547.0,184591.0,31245.0,113534.0,1250.0,62708.0,248720.0,6927636.0,7139.0,551862.0,14277.0,966423.0,269719.0,1097.0,1263453.0,229887.0,614389.0,169253.0,4605.0,993032.0,8373241.0,72362.0,1691321.0,14872.0,9132.0,262520.0,110313779.0,1.0,334562.0,1458092.0,11853873.0,397231.0,1563347.0,5308.0,697447.0,960300.0,44820.0,712907.0,4027614.0,3831941.0,6119257.0,5376433.0,419370.0,3157372.0,18607284.0,132357.0,4.0,6492.0,28341.0,3131.0,9404.0,15405.0,20130.0,6120.0,811958.0,87752.0,2206806.0,45692.0,7741.0,1794069.0,2580748.0,1103466.0,21544.0,27020.0,4008164.0,62912318.0,21418036.0,17823.0,13294139.0,668012.0,63128.0,80988.0,2551996.0,3994397.0,56700.0,4888840.0,17786.0,38205.0,4622088.0,23074.0,38285.0,13405.0,175098.0,1139241.0,16295817.0,6338.0,8.0,169396.0,5305063.0,1004751.0,23420830.0,92932588.0,133488834.0,973420.0,243537.0,11746.0,29.0,540222.0,11365784.0,761.0,11903.0,331925.0,256539.0
2022-08-15,591380337.0,189343.0,12301410.0,322125.0,269269.0,45899.0,102636.0,3620.0,8851.0,9633732.0,430361.0,42572.0,172940154.0,9828745.0,4878113.0,805213.0,36932.0,667573.0,2009129.0,97846.0,994037.0,4453483.0,67777.0,27316.0,17556.0,60779.0,1084013.0,10999.0,391429.0,325824.0,34178240.0,7131.0,215283.0,1228283.0,21128.0,48002.0,137264.0,120967.0,4141368.0,62253.0,29653.0,14803.0,7456.0,4387731.0,922623.0,6286392.0,8374.0,24837.0,6240.0,1057695.0,86183.0,1200807.0,1109520.0,45209.0,571994.0,4310239.0,92457.0,3256128.0,15690.0,14852.0,634866.0,975234.0,515645.0,190818.0,16898.0,10137.0,593571.0,73330.0,492816.0,220862017.0,162311004.0,34658.0,1867.0,67969.0,1238998.0,34253845.0,76197.0,48592.0,12238.0,1710749.0,31535340.0,168457.0,20034.0,4577675.0,11971.0,18895.0,1072733.0,37470.0,8452.0,70470.0,32961.0,360307075.0,447365.0,1421918.0,2005399.0,203518.0,44277711.0,6286362.0,721.0,7482521.0,2454213.0,1650791.0,37794.0,4616372.0,21509424.0,148184.0,15811748.0,1726717.0,1467691.0,337961.0,3430.0,266960.0,656393.0,205198.0,212443.0,883631.0,1197866.0,34206.0,7578.0,506314.0,18907.0,1200610.0,2222930.0,95007622.0,284931.0,792.0,66599.0,87718.0,4737984.0,184689.0,31245.0,113558.0,3036.0,62717.0,251746.0,6929003.0,7168.0,551862.0,14277.0,970534.0,270063.0,1097.0,1263491.0,229890.0,614407.0,169253.0,4608.0,993459.0,8377251.0,72362.0,1696299.0,14872.0,9139.0,262520.0,110438910.0,1.0,335451.0,1458291.0,11879058.0,397231.0,1563705.0,5308.0,697447.0,960300.0,44820.0,712907.0,4031007.0,3835422.0,6120028.0,5376433.0,420143.0,3159626.0,18632165.0,132362.0,4.0,6492.0,28341.0,3131.0,9404.0,15405.0,20130.0,6123.0,812093.0,87752.0,2212702.0,45692.0,7742.0,1794069.0,2580748.0,1103963.0,21544.0,27020.0,4008443.0,62958067.0,21502164.0,17823.0,13294139.0,668141.0,63147.0,80988.0,2551996.0,3994397.0,56756.0,4904622.0,17786.0,38205.0,4623596.0,23086.0,38295.0,13405.0,175273.0,1139241.0,16528070.0,6338.0,8.0,169396.0,5305455.0,1005543.0,23420830.0,93055285.0,133814241.0,975264.0,243562.0,11753.0,29.0,540222.0,11367479.0,761.0,11903.0,332014.0,256544.0
2022-08-16,592463644.0,189477.0,12305335.0,322837.0,269381.0,45899.0,102636.0,3746.0,8851.0,9633732.0,430361.0,42572.0,173511706.0,9849574.0,4881155.0,805762.0,36936.0,668047.0,2009222.0,98277.0,994037.0,4460582.0,67777.0,27316.0,17556.0,60779.0,1086347.0,10999.0,391922.0,325824.0,34201280.0,7131.0,215283.0,1229633.0,21128.0,48548.0,137300.0,120967.0,4148442.0,62254.0,29653.0,14803.0,7458.0,4393244.0,926803.0,6286392.0,8374.0,24837.0,6265.0,1069162.0,86209.0,1200972.0,1109577.0,45209.0,571994.0,4314213.0,92543.0,3258028.0,15690.0,14852.0,635461.0,983615.0,515645.0,190818.0,16898.0,10141.0,595419.0,73334.0,492848.0,221160640.0,162554806.0,34658.0,1867.0,67969.0,1238998.0,34302376.0,76197.0,48592.0,12238.0,1710749.0,31599085.0,168457.0,20034.0,4654737.0,11971.0,19006.0,1074514.0,37470.0,8482.0,70561.0,32994.0,361092649.0,449495.0,1427080.0,2005399.0,203814.0,44286256.0,6292231.0,721.0,7488493.0,2454213.0,1650791.0,37794.0,4617926.0,21518365.0,148226.0,15977877.0,1726717.0,1469601.0,337966.0,3430.0,267373.0,656393.0,205198.0,212571.0,885310.0,1198892.0,34206.0,7656.0,506359.0,18939.0,1200807.0,2223908.0,95043682.0,284931.0,793.0,66599.0,87732.0,4741413.0,184689.0,31249.0,113585.0,5468.0,62721.0,251746.0,6939755.0,7174.0,561196.0,14277.0,970534.0,270693.0,1097.0,1263591.0,229909.0,614456.0,169253.0,4608.0,993858.0,8379176.0,72980.0,1700960.0,14872.0,9139.0,262664.0,110572005.0,1.0,336041.0,1458460.0,11908363.0,397231.0,1564231.0,5308.0,697447.0,966779.0,44824.0,712907.0,4037977.0,3838062.0,6120834.0,5381599.0,420895.0,3163226.0,18655654.0,132367.0,4.0,6493.0,28341.0,3131.0,9405.0,15405.0,20160.0,6123.0,812196.0,87835.0,2212702.0,45852.0,7742.0,1801936.0,2580748.0,1104546.0,21544.0,27020.0,4008696.0,63004874.0,21682816.0,17823.0,13306301.0,668336.0,63147.0,81007.0,2551996.0,4012610.0,56772.0,4927754.0,17786.0,38454.0,4626057.0,23095.0,38303.0,14135.0,175494.0,1141135.0,16671848.0,6351.0,8.0,169396.0,5305875.0,1006318.0,23420830.0,93147062.0,134074785.0,975264.0,243586.0,11753.0,29.0,540681.0,11370462.0,761.0,11903.0,332014.0,256561.0
